input,output,category_name,operations
hier,y,translate_fr_eng_last,translate_fr_eng+last_letter
enfant,d,translate_fr_eng_last,translate_fr_eng+last_letter
école,l,translate_fr_eng_last,translate_fr_eng+last_letter
étudiant,t,translate_fr_eng_last,translate_fr_eng+last_letter
professeur,r,translate_fr_eng_last,translate_fr_eng+last_letter
pomme,e,translate_fr_eng_last,translate_fr_eng+last_letter
poisson,h,translate_fr_eng_last,translate_fr_eng+last_letter
oiseau,d,translate_fr_eng_last,translate_fr_eng+last_letter
cheval,e,translate_fr_eng_last,translate_fr_eng+last_letter
lettre,r,translate_fr_eng_last,translate_fr_eng+last_letter
mot,d,translate_fr_eng_last,translate_fr_eng+last_letter
phrase,e,translate_fr_eng_last,translate_fr_eng+last_letter
musique,c,translate_fr_eng_last,translate_fr_eng+last_letter
chanson,g,translate_fr_eng_last,translate_fr_eng+last_letter
danse,e,translate_fr_eng_last,translate_fr_eng+last_letter
jeu,e,translate_fr_eng_last,translate_fr_eng+last_letter
balle,l,translate_fr_eng_last,translate_fr_eng+last_letter
main,d,translate_fr_eng_last,translate_fr_eng+last_letter
pied,t,translate_fr_eng_last,translate_fr_eng+last_letter
tête,d,translate_fr_eng_last,translate_fr_eng+last_letter
œil,e,translate_fr_eng_last,translate_fr_eng+last_letter
oreille,r,translate_fr_eng_last,translate_fr_eng+last_letter
nez,e,translate_fr_eng_last,translate_fr_eng+last_letter
bouche,h,translate_fr_eng_last,translate_fr_eng+last_letter
cœur,t,translate_fr_eng_last,translate_fr_eng+last_letter
cerveau,n,translate_fr_eng_last,translate_fr_eng+last_letter
corps,y,translate_fr_eng_last,translate_fr_eng+last_letter
rouge,d,translate_fr_eng_last,translate_fr_eng+last_letter
bleu,e,translate_fr_eng_last,translate_fr_eng+last_letter
vert,n,translate_fr_eng_last,translate_fr_eng+last_letter
jaune,w,translate_fr_eng_last,translate_fr_eng+last_letter
noir,k,translate_fr_eng_last,translate_fr_eng+last_letter
blanc,e,translate_fr_eng_last,translate_fr_eng+last_letter
violet,e,translate_fr_eng_last,translate_fr_eng+last_letter
rose,k,translate_fr_eng_last,translate_fr_eng+last_letter
gris,y,translate_fr_eng_last,translate_fr_eng+last_letter
marron,n,translate_fr_eng_last,translate_fr_eng+last_letter
grand,g,translate_fr_eng_last,translate_fr_eng+last_letter
petit,l,translate_fr_eng_last,translate_fr_eng+last_letter
chaud,t,translate_fr_eng_last,translate_fr_eng+last_letter
froid,d,translate_fr_eng_last,translate_fr_eng+last_letter
nouveau,w,translate_fr_eng_last,translate_fr_eng+last_letter
vieux,d,translate_fr_eng_last,translate_fr_eng+last_letter
bon,d,translate_fr_eng_last,translate_fr_eng+last_letter
mauvais,d,translate_fr_eng_last,translate_fr_eng+last_letter
heureux,y,translate_fr_eng_last,translate_fr_eng+last_letter
triste,d,translate_fr_eng_last,translate_fr_eng+last_letter
rapide,t,translate_fr_eng_last,translate_fr_eng+last_letter
lent,w,translate_fr_eng_last,translate_fr_eng+last_letter
fort,g,translate_fr_eng_last,translate_fr_eng+last_letter
faible,k,translate_fr_eng_last,translate_fr_eng+last_letter
beau,l,translate_fr_eng_last,translate_fr_eng+last_letter
laid,y,translate_fr_eng_last,translate_fr_eng+last_letter
jeune,g,translate_fr_eng_last,translate_fr_eng+last_letter
riche,h,translate_fr_eng_last,translate_fr_eng+last_letter
pauvre,r,translate_fr_eng_last,translate_fr_eng+last_letter
propre,n,translate_fr_eng_last,translate_fr_eng+last_letter
sale,y,translate_fr_eng_last,translate_fr_eng+last_letter
facile,y,translate_fr_eng_last,translate_fr_eng+last_letter
difficile,t,translate_fr_eng_last,translate_fr_eng+last_letter
long,g,translate_fr_eng_last,translate_fr_eng+last_letter
court,t,translate_fr_eng_last,translate_fr_eng+last_letter
haut,p,translate_fr_eng_last,translate_fr_eng+last_letter
bas,n,translate_fr_eng_last,translate_fr_eng+last_letter
large,e,translate_fr_eng_last,translate_fr_eng+last_letter
étroit,w,translate_fr_eng_last,translate_fr_eng+last_letter
lourd,y,translate_fr_eng_last,translate_fr_eng+last_letter
léger,t,translate_fr_eng_last,translate_fr_eng+last_letter
plein,l,translate_fr_eng_last,translate_fr_eng+last_letter
vide,y,translate_fr_eng_last,translate_fr_eng+last_letter
droit,t,translate_fr_eng_last,translate_fr_eng+last_letter
gauche,t,translate_fr_eng_last,translate_fr_eng+last_letter
dedans,e,translate_fr_eng_last,translate_fr_eng+last_letter
dehors,e,translate_fr_eng_last,translate_fr_eng+last_letter
devant,t,translate_fr_eng_last,translate_fr_eng+last_letter
derrière,k,translate_fr_eng_last,translate_fr_eng+last_letter
près,r,translate_fr_eng_last,translate_fr_eng+last_letter
loin,r,translate_fr_eng_last,translate_fr_eng+last_letter
premier,t,translate_fr_eng_last,translate_fr_eng+last_letter
dernier,t,translate_fr_eng_last,translate_fr_eng+last_letter
ouvert,n,translate_fr_eng_last,translate_fr_eng+last_letter
fermé,d,translate_fr_eng_last,translate_fr_eng+last_letter
un,e,translate_fr_eng_last,translate_fr_eng+last_letter
deux,o,translate_fr_eng_last,translate_fr_eng+last_letter
trois,e,translate_fr_eng_last,translate_fr_eng+last_letter
quatre,r,translate_fr_eng_last,translate_fr_eng+last_letter
cinq,e,translate_fr_eng_last,translate_fr_eng+last_letter
six,x,translate_fr_eng_last,translate_fr_eng+last_letter
sept,n,translate_fr_eng_last,translate_fr_eng+last_letter
huit,t,translate_fr_eng_last,translate_fr_eng+last_letter
neuf,e,translate_fr_eng_last,translate_fr_eng+last_letter
dix,n,translate_fr_eng_last,translate_fr_eng+last_letter
cent,d,translate_fr_eng_last,translate_fr_eng+last_letter
mille,d,translate_fr_eng_last,translate_fr_eng+last_letter
frère,r,translate_fr_eng_last,translate_fr_eng+last_letter
sœur,r,translate_fr_eng_last,translate_fr_eng+last_letter
père,r,translate_fr_eng_last,translate_fr_eng+last_letter
mère,r,translate_fr_eng_last,translate_fr_eng+last_letter
fils,n,translate_fr_eng_last,translate_fr_eng+last_letter
fille,l,translate_fr_eng_last,translate_fr_eng+last_letter
mari,d,translate_fr_eng_last,translate_fr_eng+last_letter
femme,n,translate_fr_eng_last,translate_fr_eng+last_letter
grand-père,r,translate_fr_eng_last,translate_fr_eng+last_letter
grand-mère,r,translate_fr_eng_last,translate_fr_eng+last_letter
oncle,e,translate_fr_eng_last,translate_fr_eng+last_letter
tante,t,translate_fr_eng_last,translate_fr_eng+last_letter
cousin,n,translate_fr_eng_last,translate_fr_eng+last_letter
roi,g,translate_fr_eng_last,translate_fr_eng+last_letter
reine,n,translate_fr_eng_last,translate_fr_eng+last_letter
prince,e,translate_fr_eng_last,translate_fr_eng+last_letter
princesse,s,translate_fr_eng_last,translate_fr_eng+last_letter
homme,n,translate_fr_eng_last,translate_fr_eng+last_letter
garçon,y,translate_fr_eng_last,translate_fr_eng+last_letter
bébé,y,translate_fr_eng_last,translate_fr_eng+last_letter
médecin,r,translate_fr_eng_last,translate_fr_eng+last_letter
infirmière,e,translate_fr_eng_last,translate_fr_eng+last_letter
avocat,r,translate_fr_eng_last,translate_fr_eng+last_letter
police,e,translate_fr_eng_last,translate_fr_eng+last_letter
soldat,r,translate_fr_eng_last,translate_fr_eng+last_letter
fermier,r,translate_fr_eng_last,translate_fr_eng+last_letter
ouvrier,r,translate_fr_eng_last,translate_fr_eng+last_letter
artiste,t,translate_fr_eng_last,translate_fr_eng+last_letter
musicien,n,translate_fr_eng_last,translate_fr_eng+last_letter
hola,HELLO,translate_sp_eng_upper,translate_sp_eng+uppercase
adiós,GOODBYE,translate_sp_eng_upper,translate_sp_eng+uppercase
gracias,THANK YOU,translate_sp_eng_upper,translate_sp_eng+uppercase
por favor,PLEASE,translate_sp_eng_upper,translate_sp_eng+uppercase
sí,YES,translate_sp_eng_upper,translate_sp_eng+uppercase
agua,WATER,translate_sp_eng_upper,translate_sp_eng+uppercase
casa,HOUSE,translate_sp_eng_upper,translate_sp_eng+uppercase
gato,CAT,translate_sp_eng_upper,translate_sp_eng+uppercase
perro,DOG,translate_sp_eng_upper,translate_sp_eng+uppercase
buenos días,GOOD MORNING,translate_sp_eng_upper,translate_sp_eng+uppercase
buenas tardes,GOOD EVENING,translate_sp_eng_upper,translate_sp_eng+uppercase
buenas noches,GOOD NIGHT,translate_sp_eng_upper,translate_sp_eng+uppercase
cómo estás,HOW ARE YOU,translate_sp_eng_upper,translate_sp_eng+uppercase
te quiero,I LOVE YOU,translate_sp_eng_upper,translate_sp_eng+uppercase
amigo,FRIEND,translate_sp_eng_upper,translate_sp_eng+uppercase
familia,FAMILY,translate_sp_eng_upper,translate_sp_eng+uppercase
comida,FOOD,translate_sp_eng_upper,translate_sp_eng+uppercase
libro,BOOK,translate_sp_eng_upper,translate_sp_eng+uppercase
coche,CAR,translate_sp_eng_upper,translate_sp_eng+uppercase
árbol,TREE,translate_sp_eng_upper,translate_sp_eng+uppercase
flor,FLOWER,translate_sp_eng_upper,translate_sp_eng+uppercase
sol,SUN,translate_sp_eng_upper,translate_sp_eng+uppercase
luna,MOON,translate_sp_eng_upper,translate_sp_eng+uppercase
estrella,STAR,translate_sp_eng_upper,translate_sp_eng+uppercase
pan,BREAD,translate_sp_eng_upper,translate_sp_eng+uppercase
queso,CHEESE,translate_sp_eng_upper,translate_sp_eng+uppercase
vino,WINE,translate_sp_eng_upper,translate_sp_eng+uppercase
té,TEA,translate_sp_eng_upper,translate_sp_eng+uppercase
leche,MILK,translate_sp_eng_upper,translate_sp_eng+uppercase
azúcar,SUGAR,translate_sp_eng_upper,translate_sp_eng+uppercase
sal,SALT,translate_sp_eng_upper,translate_sp_eng+uppercase
pimienta,PEPPER,translate_sp_eng_upper,translate_sp_eng+uppercase
mesa,TABLE,translate_sp_eng_upper,translate_sp_eng+uppercase
silla,CHAIR,translate_sp_eng_upper,translate_sp_eng+uppercase
puerta,DOOR,translate_sp_eng_upper,translate_sp_eng+uppercase
ventana,WINDOW,translate_sp_eng_upper,translate_sp_eng+uppercase
calle,STREET,translate_sp_eng_upper,translate_sp_eng+uppercase
ciudad,CITY,translate_sp_eng_upper,translate_sp_eng+uppercase
país,COUNTRY,translate_sp_eng_upper,translate_sp_eng+uppercase
mundo,WORLD,translate_sp_eng_upper,translate_sp_eng+uppercase
tiempo,TIME,translate_sp_eng_upper,translate_sp_eng+uppercase
día,DAY,translate_sp_eng_upper,translate_sp_eng+uppercase
noche,NIGHT,translate_sp_eng_upper,translate_sp_eng+uppercase
semana,WEEK,translate_sp_eng_upper,translate_sp_eng+uppercase
mes,MONTH,translate_sp_eng_upper,translate_sp_eng+uppercase
año,YEAR,translate_sp_eng_upper,translate_sp_eng+uppercase
hoy,TODAY,translate_sp_eng_upper,translate_sp_eng+uppercase
mañana,TOMORROW,translate_sp_eng_upper,translate_sp_eng+uppercase
ayer,YESTERDAY,translate_sp_eng_upper,translate_sp_eng+uppercase
niño,CHILD,translate_sp_eng_upper,translate_sp_eng+uppercase
escuela,SCHOOL,translate_sp_eng_upper,translate_sp_eng+uppercase
estudiante,STUDENT,translate_sp_eng_upper,translate_sp_eng+uppercase
profesor,TEACHER,translate_sp_eng_upper,translate_sp_eng+uppercase
manzana,APPLE,translate_sp_eng_upper,translate_sp_eng+uppercase
naranja,ORANGE,translate_sp_eng_upper,translate_sp_eng+uppercase
pez,FISH,translate_sp_eng_upper,translate_sp_eng+uppercase
pájaro,BIRD,translate_sp_eng_upper,translate_sp_eng+uppercase
caballo,HORSE,translate_sp_eng_upper,translate_sp_eng+uppercase
carta,LETTER,translate_sp_eng_upper,translate_sp_eng+uppercase
palabra,WORD,translate_sp_eng_upper,translate_sp_eng+uppercase
frase,SENTENCE,translate_sp_eng_upper,translate_sp_eng+uppercase
página,PAGE,translate_sp_eng_upper,translate_sp_eng+uppercase
música,MUSIC,translate_sp_eng_upper,translate_sp_eng+uppercase
canción,SONG,translate_sp_eng_upper,translate_sp_eng+uppercase
baile,DANCE,translate_sp_eng_upper,translate_sp_eng+uppercase
juego,GAME,translate_sp_eng_upper,translate_sp_eng+uppercase
deporte,SPORT,translate_sp_eng_upper,translate_sp_eng+uppercase
pelota,BALL,translate_sp_eng_upper,translate_sp_eng+uppercase
mano,HAND,translate_sp_eng_upper,translate_sp_eng+uppercase
pie,FOOT,translate_sp_eng_upper,translate_sp_eng+uppercase
cabeza,HEAD,translate_sp_eng_upper,translate_sp_eng+uppercase
ojo,EYE,translate_sp_eng_upper,translate_sp_eng+uppercase
oreja,EAR,translate_sp_eng_upper,translate_sp_eng+uppercase
nariz,NOSE,translate_sp_eng_upper,translate_sp_eng+uppercase
boca,MOUTH,translate_sp_eng_upper,translate_sp_eng+uppercase
corazón,HEART,translate_sp_eng_upper,translate_sp_eng+uppercase
cerebro,BRAIN,translate_sp_eng_upper,translate_sp_eng+uppercase
cuerpo,BODY,translate_sp_eng_upper,translate_sp_eng+uppercase
rojo,RED,translate_sp_eng_upper,translate_sp_eng+uppercase
azul,BLUE,translate_sp_eng_upper,translate_sp_eng+uppercase
verde,GREEN,translate_sp_eng_upper,translate_sp_eng+uppercase
amarillo,YELLOW,translate_sp_eng_upper,translate_sp_eng+uppercase
negro,BLACK,translate_sp_eng_upper,translate_sp_eng+uppercase
blanco,WHITE,translate_sp_eng_upper,translate_sp_eng+uppercase
morado,PURPLE,translate_sp_eng_upper,translate_sp_eng+uppercase
rosa,PINK,translate_sp_eng_upper,translate_sp_eng+uppercase
gris,GRAY,translate_sp_eng_upper,translate_sp_eng+uppercase
marrón,BROWN,translate_sp_eng_upper,translate_sp_eng+uppercase
grande,BIG,translate_sp_eng_upper,translate_sp_eng+uppercase
pequeño,SMALL,translate_sp_eng_upper,translate_sp_eng+uppercase
caliente,HOT,translate_sp_eng_upper,translate_sp_eng+uppercase
frío,COLD,translate_sp_eng_upper,translate_sp_eng+uppercase
nuevo,NEW,translate_sp_eng_upper,translate_sp_eng+uppercase
viejo,OLD,translate_sp_eng_upper,translate_sp_eng+uppercase
bueno,GOOD,translate_sp_eng_upper,translate_sp_eng+uppercase
malo,BAD,translate_sp_eng_upper,translate_sp_eng+uppercase
feliz,HAPPY,translate_sp_eng_upper,translate_sp_eng+uppercase
triste,SAD,translate_sp_eng_upper,translate_sp_eng+uppercase
rápido,FAST,translate_sp_eng_upper,translate_sp_eng+uppercase
lento,SLOW,translate_sp_eng_upper,translate_sp_eng+uppercase
fuerte,STRONG,translate_sp_eng_upper,translate_sp_eng+uppercase
débil,WEAK,translate_sp_eng_upper,translate_sp_eng+uppercase
hermoso,BEAUTIFUL,translate_sp_eng_upper,translate_sp_eng+uppercase
feo,UGLY,translate_sp_eng_upper,translate_sp_eng+uppercase
joven,YOUNG,translate_sp_eng_upper,translate_sp_eng+uppercase
rico,RICH,translate_sp_eng_upper,translate_sp_eng+uppercase
pobre,POOR,translate_sp_eng_upper,translate_sp_eng+uppercase
limpio,CLEAN,translate_sp_eng_upper,translate_sp_eng+uppercase
sucio,DIRTY,translate_sp_eng_upper,translate_sp_eng+uppercase
fácil,EASY,translate_sp_eng_upper,translate_sp_eng+uppercase
difícil,DIFFICULT,translate_sp_eng_upper,translate_sp_eng+uppercase
largo,LONG,translate_sp_eng_upper,translate_sp_eng+uppercase
corto,SHORT,translate_sp_eng_upper,translate_sp_eng+uppercase
alto,HIGH,translate_sp_eng_upper,translate_sp_eng+uppercase
bajo,LOW,translate_sp_eng_upper,translate_sp_eng+uppercase
ancho,WIDE,translate_sp_eng_upper,translate_sp_eng+uppercase
estrecho,NARROW,translate_sp_eng_upper,translate_sp_eng+uppercase
pesado,HEAVY,translate_sp_eng_upper,translate_sp_eng+uppercase
ligero,LIGHT,translate_sp_eng_upper,translate_sp_eng+uppercase
lleno,FULL,translate_sp_eng_upper,translate_sp_eng+uppercase
vacío,EMPTY,translate_sp_eng_upper,translate_sp_eng+uppercase
derecho,RIGHT,translate_sp_eng_upper,translate_sp_eng+uppercase
izquierdo,LEFT,translate_sp_eng_upper,translate_sp_eng+uppercase
arriba,UP,translate_sp_eng_upper,translate_sp_eng+uppercase
abajo,DOWN,translate_sp_eng_upper,translate_sp_eng+uppercase
dentro,INSIDE,translate_sp_eng_upper,translate_sp_eng+uppercase
fuera,OUTSIDE,translate_sp_eng_upper,translate_sp_eng+uppercase
frente,FRONT,translate_sp_eng_upper,translate_sp_eng+uppercase
atrás,BACK,translate_sp_eng_upper,translate_sp_eng+uppercase
cerca,NEAR,translate_sp_eng_upper,translate_sp_eng+uppercase
lejos,FAR,translate_sp_eng_upper,translate_sp_eng+uppercase
primero,FIRST,translate_sp_eng_upper,translate_sp_eng+uppercase
último,LAST,translate_sp_eng_upper,translate_sp_eng+uppercase
abierto,OPEN,translate_sp_eng_upper,translate_sp_eng+uppercase
cerrado,CLOSED,translate_sp_eng_upper,translate_sp_eng+uppercase
uno,ONE,translate_sp_eng_upper,translate_sp_eng+uppercase
dos,TWO,translate_sp_eng_upper,translate_sp_eng+uppercase
tres,THREE,translate_sp_eng_upper,translate_sp_eng+uppercase
cuatro,FOUR,translate_sp_eng_upper,translate_sp_eng+uppercase
cinco,FIVE,translate_sp_eng_upper,translate_sp_eng+uppercase
seis,SIX,translate_sp_eng_upper,translate_sp_eng+uppercase
siete,SEVEN,translate_sp_eng_upper,translate_sp_eng+uppercase
ocho,EIGHT,translate_sp_eng_upper,translate_sp_eng+uppercase
nueve,NINE,translate_sp_eng_upper,translate_sp_eng+uppercase
diez,TEN,translate_sp_eng_upper,translate_sp_eng+uppercase
cien,HUNDRED,translate_sp_eng_upper,translate_sp_eng+uppercase
mil,THOUSAND,translate_sp_eng_upper,translate_sp_eng+uppercase
hermano,BROTHER,translate_sp_eng_upper,translate_sp_eng+uppercase
hermana,SISTER,translate_sp_eng_upper,translate_sp_eng+uppercase
padre,FATHER,translate_sp_eng_upper,translate_sp_eng+uppercase
madre,MOTHER,translate_sp_eng_upper,translate_sp_eng+uppercase
hijo,SON,translate_sp_eng_upper,translate_sp_eng+uppercase
hija,DAUGHTER,translate_sp_eng_upper,translate_sp_eng+uppercase
esposo,HUSBAND,translate_sp_eng_upper,translate_sp_eng+uppercase
esposa,WIFE,translate_sp_eng_upper,translate_sp_eng+uppercase
abuelo,GRANDFATHER,translate_sp_eng_upper,translate_sp_eng+uppercase
abuela,GRANDMOTHER,translate_sp_eng_upper,translate_sp_eng+uppercase
tío,UNCLE,translate_sp_eng_upper,translate_sp_eng+uppercase
tía,AUNT,translate_sp_eng_upper,translate_sp_eng+uppercase
primo,COUSIN,translate_sp_eng_upper,translate_sp_eng+uppercase
rey,KING,translate_sp_eng_upper,translate_sp_eng+uppercase
reina,QUEEN,translate_sp_eng_upper,translate_sp_eng+uppercase
príncipe,PRINCE,translate_sp_eng_upper,translate_sp_eng+uppercase
princesa,PRINCESS,translate_sp_eng_upper,translate_sp_eng+uppercase
hombre,MAN,translate_sp_eng_upper,translate_sp_eng+uppercase
mujer,WOMAN,translate_sp_eng_upper,translate_sp_eng+uppercase
niña,GIRL,translate_sp_eng_upper,translate_sp_eng+uppercase
bebé,BABY,translate_sp_eng_upper,translate_sp_eng+uppercase
médico,DOCTOR,translate_sp_eng_upper,translate_sp_eng+uppercase
enfermera,NURSE,translate_sp_eng_upper,translate_sp_eng+uppercase
abogado,LAWYER,translate_sp_eng_upper,translate_sp_eng+uppercase
